dt,individual,canopy,period,condition,Obs#,Time,Date,configName,configAuthor,remark,Observation,...13,...14,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END,month,day,instrument
2026-07-03T18:03:22Z,4,Upper,midday,drought,23,11:03:22,2026-07-03,Auto gsw+F,LI-COR Default,NA,23,NA,NA,0.025845,2.583287,0.025589,0.874623,3.966908,3.940475,6.812833,2.845925,44.44817,44.746338,76.848091,0.441786,7.5,PSF-00548_20260703110322_1fe,0,0,0,113.224983,447.045197,0.746726,0.5,0.8,26.284286,1,96.23,95.59,29.43,38.43,38.43,88.65,123.8,122.9,0.7,88,3.917,10:58:55,2026-07-03,-0.67,1,0,0.001,-9999,0.038,0.063,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,435.016754,25,-8.406915,433.083069,435.013489,-1.93042,2.527879,2.51327,1.394378,0.850853,0.228775,0.110606,0.218055,0.1845,113.224983,2.23e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260703110322_1fe,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,3,PSA-00618
2026-07-03T18:03:31Z,4,Upper,midday,drought,24,11:03:31,2026-07-03,Auto gsw+F,LI-COR Default,NA,24,NA,NA,0.022615,2.574009,0.022418,0.760269,3.985442,3.962329,6.809197,2.823756,44.690273,44.950958,76.7995,0.441786,7.5,PSF-00548_20260703110331_939,0,0,0,114.777443,426.810577,0.731081,0.5,0.8,24.356678,1,96.16,95.6,29.52,38.42,38.42,88.66,123.1,122.1,0.8,83,3.917,10:58:55,2026-07-03,-0.67,1,0,-0.001,-9999,0.539,0.902,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,425.63974,25,-0.847237,426.484833,425.598053,0.88678,2.527867,2.513151,1.38863,0.848781,0.227927,0.109345,0.218966,0.180365,114.777443,2.27e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260703110331_939,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,3,PSA-00618
2026-07-07T12:46:16Z,1,Lower,early,drought,1,05:46:16,2026-07-07,Auto gsw+F,LI-COR Default,NA,1,NA,NA,-0.006786,1.083325,-0.006829,-0.052984,3.030843,3.035735,3.692116,0.661274,34.267151,34.211922,41.676331,0.441786,7.5,PSF-00548_20260707054616_a9e,0,0,0,203.012817,553.769592,0.633398,0.5,0.8,0.097198,1,84.94,85.08,26.95,27.53,27.53,88.59,40.9,40.8,0.3,0,3.92,05:45:50,2026-07-07,0.54,1,0.001,0.001,0.002,0.18,-0.372,8.637,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,553.769592,25,2.218087,551.413513,556.944031,-5.530518,2.514495,2.497007,0.822891,0.676335,0.252385,0.007048,0.053233,0.107552,203.012817,2.21e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707054616_a9e,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:46:30Z,1,Lower,early,drought,2,05:46:30,2026-07-07,Auto gsw+F,LI-COR Default,NA,2,NA,NA,-0.017273,1.111718,-0.017546,-0.129166,3.049281,3.060866,3.676692,0.62741,34.550823,34.420059,41.50222,0.441786,7.5,PSF-00548_20260707054630_8a9,0,0,0,118.898392,535.936096,0.778148,0.5,0.8,0.160223,1,85.4,85.72,26.96,27.46,27.46,88.59,42.1,42,0.3,1,3.918,05:45:50,2026-07-07,0.54,1,0.002,0.003,0.013,1.089,2.248,3.697,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,535.936096,25,7.046972,536.84021,546.021484,-9.181274,2.515346,2.497607,0.830015,0.678638,0.252263,0.006095,0.05479,0.107667,118.898392,2.2e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707054630_8a9,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:46:43Z,1,Lower,early,drought,3,05:46:43,2026-07-07,Auto gsw+F,LI-COR Default,NA,3,NA,NA,-0.003622,1.130834,-0.003633,-0.02531,3.072967,3.075193,3.666651,0.593684,34.711174,34.686043,41.387245,0.441786,7.5,PSF-00548_20260707054643_99a,0,0,0,128.977066,540.039185,0.761171,0.5,0.8,0.147429,1,86,86.07,26.97,27.41,27.41,88.59,43,42.7,0.5,0,3.881,05:45:50,2026-07-07,0.54,1,0.001,0.004,0.011,1.82,3.384,6.102,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,540.039185,25,6.214281,540.059204,548.932861,-8.873657,2.515798,2.498405,0.83486,0.680073,0.252147,0.005432,0.056327,0.10764,128.977066,2.19e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707054643_99a,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:47:12Z,1,Upper,early,drought,4,05:47:12,2026-07-07,Auto gsw+F,LI-COR Default,NA,4,NA,NA,0.002073,1.170241,0.002069,0.014077,3.093653,3.092462,3.673163,0.57951,34.91378,34.927227,41.469872,0.441786,7.5,PSF-00548_20260707054712_8ec,0,0,0,136.328461,545.550598,0.750108,0.5,0.8,0.097514,1,86.44,86.41,27,27.44,27.44,88.57,44.6,44.5,0.3,0,3.916,05:45:50,2026-07-07,0.54,1,0.001,0.003,0.01,2.247,3.436,6.483,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,545.550598,25,5.32341,545.120361,553.169312,-8.04895,2.516243,2.498975,0.844971,0.683527,0.251866,0.005458,0.059703,0.1075,136.328461,2.24e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707054712_8ec,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:47:32Z,1,Upper,early,drought,5,05:47:32,2026-07-07,Auto gsw+F,LI-COR Default,NA,5,NA,NA,0.016082,1.221058,0.015873,0.106254,3.107724,3.099159,3.677948,0.570225,34.987713,35.084404,41.521908,0.441786,7.5,PSF-00548_20260707054732_e7d,0,0,0,184.303528,529.440552,0.65189,0.5,0.8,0.095895,1,86.72,86.48,27.02,27.46,27.46,88.58,46.8,46.1,1.7,0,3.914,05:45:50,2026-07-07,0.54,1,0.001,-0,0.001,2.513,4.832,10.963,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,529.440552,25,2.654432,527.996094,533.239502,-5.243408,2.516332,2.499339,0.858264,0.68654,0.251641,0.005455,0.061962,0.107538,184.303528,2.24e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707054732_e7d,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:48:01Z,1,Upper,early,drought,6,05:48:01,2026-07-07,Auto gsw+F,LI-COR Default,NA,6,NA,NA,0.024032,1.215507,0.023566,0.154321,3.120047,3.107545,3.677844,0.557797,35.081596,35.222736,41.519794,0.441786,7.5,PSF-00548_20260707054801_6b9,0,0,0,209.112885,544.029602,0.615622,0.5,0.8,0.064388,1,86.87,86.52,27.06,27.46,27.46,88.58,46.6,46.8,-0.5,0,3.914,05:45:50,2026-07-07,0.54,1,0.001,0.002,0.003,2.165,4.539,10.612,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,544.029602,25,0.770876,541.261169,545.132874,-3.871704,2.516376,2.49953,0.856798,0.68804,0.251264,0.005021,0.065262,0.107445,209.112885,2.24e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707054801_6b9,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:49:34Z,2,Lower,early,drought,7,05:49:34,2026-07-07,Auto gsw+F,LI-COR Default,NA,7,NA,NA,-0.007571,1.334714,-0.007614,-0.052941,3.108744,3.112596,3.700688,0.591944,35.153786,35.110291,41.795727,0.441786,7.5,PSF-00548_20260707054934_85b,0,0,0,140.536316,514.896851,0.727059,0.5,0.8,0.36571,1,85.59,85.69,27.25,27.57,27.57,88.54,51.9,51.4,0.8,1,3.91,05:49:19,2026-07-07,0.16,1,0.001,0.003,0.006,2.304,4.745,9.94,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,514.896851,25,6.017925,515.152954,523.509521,-8.356567,2.515212,2.498288,0.88909,0.697173,0.249356,0.004043,0.076033,0.108319,140.536316,2.24e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707054934_85b,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:49:55Z,2,Lower,early,drought,8,05:49:55,2026-07-07,Auto gsw+F,LI-COR Default,NA,8,NA,NA,0.006914,1.366881,0.00688,0.047157,3.108356,3.105019,3.691967,0.583611,35.068909,35.106598,41.698059,0.441786,7.5,PSF-00548_20260707054955_2af,0,0,0,221.796158,528.601501,0.58041,0.5,0.8,0.296483,1,85.31,85.22,27.3,27.53,27.53,88.54,53.3,52.5,1.6,1,3.91,05:49:19,2026-07-07,0.16,1,0.001,0.002,0.004,1.417,4.064,11,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,528.601501,25,1.170859,525.259827,530.277222,-5.017395,2.514568,2.497911,0.898104,0.699229,0.248836,0.002985,0.078228,0.108337,221.796158,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707054955_2af,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:50:17Z,2,Lower,early,drought,9,05:50:17,2026-07-07,Auto gsw+F,LI-COR Default,NA,9,NA,NA,0.012729,1.393292,0.012614,0.08874,3.103802,3.097661,3.702782,0.598979,34.985218,35.054581,41.819496,0.441786,7.5,PSF-00548_20260707055017_29c,0,0,0,178.147675,494.059326,0.639421,0.5,0.8,0.293195,1,84.94,84.77,27.35,27.58,27.58,88.54,54.5,54,0.9,1,3.908,05:49:19,2026-07-07,0.16,1,0,0.002,0.002,1.943,4.197,9.894,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,494.059326,25,4.356178,493.791809,500.293762,-6.501953,2.513959,2.497407,0.905606,0.702293,0.248351,0.002994,0.08058,0.108222,178.147675,2.22e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055017_29c,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:51:04Z,2,Upper,early,drought,10,05:51:04,2026-07-07,Auto gsw+F,LI-COR Default,NA,10,NA,NA,-6.34e-4,1.444419,-6.35e-4,-0.00439,3.103067,3.103359,3.691899,0.588831,35.057384,35.054096,41.705883,0.441786,7.5,PSF-00548_20260707055104_561,0,0,0,100.725533,428.396057,0.764878,0.5,0.8,0.893909,1,84.4,84.41,27.46,27.53,27.53,88.52,56.9,56.5,0.8,3,3.907,05:49:19,2026-07-07,0.16,1,0.002,0.004,0.011,0.219,0.58,1.084,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,425.628296,25,-1.839922,424.248566,425.762817,-1.514252,2.513437,2.49666,0.920391,0.707155,0.247312,0.001219,0.08572,0.109781,100.725533,2.23e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055104_561,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:51:25Z,2,Upper,early,drought,11,05:51:25,2026-07-07,Auto gsw+F,LI-COR Default,NA,11,NA,NA,0.013131,1.467804,0.013015,0.090367,3.112301,3.10642,3.70328,0.590979,35.092369,35.158798,41.834927,0.441786,7.5,PSF-00548_20260707055125_c6b,0,0,0,205.760483,566.364868,0.6367,0.5,0.8,0.250153,1,84.42,84.26,27.5,27.58,27.58,88.52,58,57.7,0.5,1,3.906,05:49:19,2026-07-07,0.16,1,0.002,0.002,0.001,1.987,4.576,10.383,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,566.364868,25,2.243541,564.243408,569.575745,-5.332336,2.513233,2.49668,0.927274,0.709591,0.246864,0.001297,0.087963,0.108078,205.760483,2.24e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055125_c6b,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:51:40Z,2,Upper,early,drought,12,05:51:40,2026-07-07,Auto gsw+F,LI-COR Default,NA,12,NA,NA,-0.00693,1.49091,-0.006962,-0.053436,3.112002,3.115415,3.765038,0.653036,35.193783,35.15522,42.532349,0.441786,7.5,PSF-00548_20260707055140_a4a,0,0,0,103.081581,472.652435,0.781908,0.5,0.8,0.548167,1,84.24,84.33,27.54,27.86,27.86,88.52,59.1,58,1.7,2,3.905,05:49:19,2026-07-07,0.16,1,0.001,0.005,-9999,0.64,1.427,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,472.652435,25,2.287175,473.046906,475.925781,-2.878876,2.513311,2.496426,0.93415,0.710355,0.246514,0.004116,0.089546,0.108754,103.081581,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055140_a4a,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:52:06Z,3,Lower,early,drought,13,05:52:06,2026-07-07,Auto gsw+F,LI-COR Default,NA,13,NA,NA,-0.029696,1.515736,-0.030289,-0.214698,3.113239,3.126689,3.716608,0.603369,35.315254,35.163338,41.97826,0.441786,7.5,PSF-00548_20260707055206_4d8,0,0,0,101.893906,481.116058,0.788213,0.5,0.8,0.786249,1,83.98,84.35,27.6,27.64,27.64,88.54,60.2,59.5,1.3,2,3.904,05:49:19,2026-07-07,0.16,1,0.004,0.004,0.013,0.331,0.743,1.431,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,481.116058,25,1.792651,480.603943,483.681641,-3.077698,2.513312,2.496072,0.941625,0.713194,0.24594,9.19e-4,0.092228,0.109405,101.893906,2.23e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055206_4d8,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:52:18Z,3,Lower,early,drought,14,05:52:18,2026-07-07,Auto gsw+F,LI-COR Default,NA,14,NA,NA,-0.005925,1.526743,-0.005948,-0.039179,3.13103,3.133463,3.691709,0.560678,35.393063,35.365585,41.698555,0.441786,7.5,PSF-00548_20260707055218_9d4,0,0,0,118.963837,533.324341,0.776939,0.5,0.8,0.413578,1,84.32,84.39,27.63,27.53,27.53,88.53,60.8,61.1,-0.5,1,3.904,05:49:19,2026-07-07,0.16,1,0.002,0.003,0.021,1.149,2.297,4.899,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,533.324341,25,3.592574,532.733215,538.465942,-5.732727,2.513358,2.496513,0.944967,0.716454,0.245662,-7.15e-4,0.093418,0.108384,118.963837,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055218_9d4,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:52:40Z,3,Lower,early,drought,15,05:52:40,2026-07-07,Auto gsw+F,LI-COR Default,NA,15,NA,NA,0.023215,1.558407,0.022874,0.15951,3.142265,3.132603,3.735656,0.593391,35.383545,35.49268,42.195187,0.441786,7.5,PSF-00548_20260707055240_9fa,0,0,0,201.836227,561.652039,0.640638,0.5,0.8,0.318484,1,84.36,84.1,27.68,27.73,27.73,88.53,62.3,61.5,1.3,1,3.903,05:49:19,2026-07-07,0.16,1,0,0.003,0.006,2.11,4.392,10.132,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,561.652039,25,3.643481,559.385071,566.866455,-7.481384,2.512964,2.496553,0.954685,0.717308,0.245146,9.84e-4,0.095695,0.108307,201.836227,2.23e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055240_9fa,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:53:00Z,3,Upper,early,drought,16,05:53:00,2026-07-07,Auto gsw+F,LI-COR Default,NA,16,NA,NA,0.016297,1.584723,0.016131,0.110323,3.126693,3.120143,3.708719,0.582026,35.248089,35.322079,41.897194,0.441786,7.5,PSF-00548_20260707055300_b0a,0,0,0,153.345108,507.881287,0.698069,0.5,0.8,0.830725,1,83.71,83.53,27.73,27.61,27.61,88.52,63.5,63.2,0.5,3,3.901,05:49:19,2026-07-07,0.16,1,0.003,0.004,0.008,2.176,4.649,9.783,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,507.881287,25,5.570672,508.347992,515.853882,-7.50589,2.512187,2.495671,0.962878,0.720862,0.244673,-9.81e-4,0.097868,0.109828,153.345108,2.23e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055300_b0a,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:53:15Z,3,Upper,early,drought,17,05:53:15,2026-07-07,Auto gsw+F,LI-COR Default,NA,17,NA,NA,0.031281,1.609633,0.030685,0.211292,3.11631,3.104,3.702365,0.586055,35.066212,35.205284,41.826008,0.441786,7.5,PSF-00548_20260707055315_eba,0,0,0,154.728409,540.063843,0.7135,0.5,0.8,0.848856,1,83.27,82.94,27.76,27.58,27.58,88.52,64.8,64.4,0.6,3,3.902,05:49:19,2026-07-07,0.16,1,0.002,0.001,0.012,1.734,3.84,9.177,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,540.063843,25,6.530631,540.401123,549.410278,-9.009155,2.511388,2.495079,0.970733,0.723194,0.24435,-0.001696,0.099378,0.109827,154.728409,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055315_eba,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:53:34Z,3,Upper,early,drought,18,05:53:34,2026-07-07,Auto gsw+F,LI-COR Default,NA,18,NA,NA,0.026991,1.621493,0.026549,0.185062,3.127496,3.116812,3.720622,0.593125,35.212147,35.332855,42.03368,0.441786,7.5,PSF-00548_20260707055334_ddd,0,0,0,130.447983,513.883728,0.746153,0.5,0.8,0.718163,1,83.36,83.07,27.81,27.66,27.66,88.52,65.3,65.5,-0.2,2,3.902,05:49:19,2026-07-07,0.16,1,0.002,0.004,0.011,1.313,2.795,4.954,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,513.883728,25,7.232419,515.26416,524.234558,-8.970398,2.511553,2.495187,0.974508,0.725387,0.243935,-0.001227,0.101328,0.109328,130.447983,2.26e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055334_ddd,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:54:43Z,4,Lower,early,drought,19,05:54:43,2026-07-07,Auto gsw+F,LI-COR Default,NA,19,NA,NA,-0.01082,1.703058,-0.010889,-0.083081,3.110271,3.11479,3.75963,0.649359,35.177181,35.126144,42.459747,0.441786,7.5,PSF-00548_20260707055443_75a,0,0,0,122.06804700000001,528.098328,0.768854,0.5,0.8,0.748027,1,82.17,82.29,27.96,27.84,27.84,88.55,69.4,69.6,-0.3,2,3.885,05:49:19,2026-07-07,0.16,1,0.005,0.003,0.013,2.04,3.797,7.122,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,528.098328,25,5.548854,528.465637,536.039673,-7.574036,2.51046,2.493571,1.001104,0.733854,0.242471,-9.29e-4,0.108693,0.109351,122.06804700000001,2.22e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055443_75a,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:54:52Z,4,Lower,early,drought,20,05:54:52,2026-07-07,Auto gsw+F,LI-COR Default,NA,20,NA,NA,-0.012997,1.710437,-0.013096,-0.098543,3.130951,3.136282,3.771242,0.64029,35.420601,35.360405,42.591728,0.441786,7.5,PSF-00548_20260707055452_db4,0,0,0,115.901115,547.228943,0.788204,0.5,0.8,0.420345,1,82.6,82.74,27.98,27.89,27.89,88.54,69.8,69.9,-0.1,1,3.896,05:49:19,2026-07-07,0.16,1,0.002,0.004,0.021,1.249,2.556,4.597,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,547.228943,25,2.661705,545.783752,551.038269,-5.254517,2.511056,2.494138,1.003566,0.734424,0.242247,-5.94e-4,0.109652,0.108386,115.901115,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055452_db4,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:55:09Z,4,Lower,early,drought,21,05:55:09,2026-07-07,Auto gsw+F,LI-COR Default,NA,21,NA,NA,0.021953,1.742907,0.02168,0.164251,3.140665,3.131987,3.785254,0.644589,35.3722,35.470211,42.750107,0.441786,7.5,PSF-00548_20260707055509_f54,0,0,0,176.122421,530.639648,0.668094,0.5,0.8,0.438233,1,82.67,82.44,28.02,27.96,27.96,88.54,71.4,71.3,0.2,2,3.899,05:49:19,2026-07-07,0.16,1,0.004,0.001,0,1.624,3.802,10.267,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,530.639648,25,-0.610883,525.862427,529.765381,-3.902954,2.510648,2.494222,1.014517,0.737367,0.241878,-3.08e-4,0.111368,0.108655,176.122421,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055509_f54,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
2026-07-07T12:55:45Z,4,Upper,early,drought,22,05:55:45,2026-07-07,Auto gsw+F,LI-COR Default,NA,22,NA,NA,0.029728,1.791788,0.029242,0.231091,3.119073,3.107281,3.791267,0.672194,35.104565,35.237793,42.831917,0.441786,7.5,PSF-00548_20260707055545_461,0,0,0,193.939453,532.798279,0.635998,0.5,0.8,1.496301,1,81.72,81.41,28.1,27.98,27.98,88.51,73.9,73.7,0.3,6,3.897,05:49:19,2026-07-07,0.16,1,0.001,0.001,-0.001,0.804,2.477,10.489,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,5,2,300,300,300,530.923218,25,-1.072682,527.992126,531.263062,-3.270935,2.509258,2.492947,1.031369,0.742356,0.241117,-9.08e-4,0.115084,0.112381,193.939453,2.25e-4,2.389264,-6.4e-5,1,2.373994,-5e-5,1,0.600671,0.600225,0.107215,0,PSF-00548_20260707055545_461,PFA-00618,PSA-00618,PSF-00548,RHS-0688,3.0.0,2022-04-21T19:36:20Z,MEASUREMENT_END,7,7,PSA-00618
